County,Data Generation Date,OSHPD Project Status,Total Costs of OSHPD Projects,Number of OSHPD Projects,Collection of Counties
27 - Monterey,7/3/2023,Pending Construction,"$24,624,657.00 ",18,
27 - Monterey,7/3/2023,In Construction,"$67,803,533.14 ",29,
27 - Monterey,7/3/2023,In Closure,"$1,538,127.61 ",4,
28 - Napa,7/3/2023,In Review,"$45,000.00 ",1,Bay Area Counties
28 - Napa,7/3/2023,Pending Construction,"$4,954,168.40 ",11,Bay Area Counties
28 - Napa,7/3/2023,In Construction,"$29,636,200.88 ",17,Bay Area Counties
28 - Napa,7/3/2023,In Closure,"$15,000.00 ",1,Bay Area Counties
29 - Nevada,7/3/2023,In Review,0,0,
29 - Nevada,7/3/2023,Pending Construction,"$12,550,000.00 ",3,
29 - Nevada,7/3/2023,In Construction,"$7,289,392.00 ",6,
29 - Nevada,7/3/2023,In Closure,0,0,
30 - Orange,7/3/2023,In Review,"$328,232,621.95 ",50,Greater Los Angeles Counties
30 - Orange,7/3/2023,Pending Construction,"$52,722,918.40 ",104,Greater Los Angeles Counties
30 - Orange,7/3/2023,In Construction,"$761,174,778.91 ",159,Greater Los Angeles Counties
30 - Orange,7/3/2023,In Closure,"$60,380,489.95 ",16,Greater Los Angeles Counties
31 - Placer,7/3/2023,In Review,"$242,399,843.00 ",14,Greater Sacramento Counties
31 - Placer,7/3/2023,Pending Construction,"$12,701,606.00 ",8,Greater Sacramento Counties
31 - Placer,7/3/2023,In Construction,"$102,444,478.00 ",28,Greater Sacramento Counties
31 - Placer,7/3/2023,In Closure,"$3,209,226.00 ",3,Greater Sacramento Counties
32 - Plumas,7/3/2023,In Review,"$31,327,195.00 ",3,
32 - Plumas,7/3/2023,Pending Construction,"$5,000.00 ",1,
32 - Plumas,7/3/2023,In Construction,"$428,650.00 ",3,
32 - Plumas,7/3/2023,In Closure,"$309,657.00 ",1,
33 - Riverside,7/3/2023,In Review,"$78,929,203.00 ",26,
33 - Riverside,7/3/2023,Pending Construction,"$107,071,557.00 ",58,
33 - Riverside,7/3/2023,In Construction,"$455,724,536.05 ",149,
33 - Riverside,7/3/2023,In Closure,"$117,403,811.02 ",27,
34 - Sacramento,7/3/2023,In Review,"$1,443,535,157.17 ",35,Greater Sacramento Counties
34 - Sacramento,7/3/2023,Pending Construction,"$52,013,586.05 ",42,Greater Sacramento Counties
34 - Sacramento,7/3/2023,In Construction,"$523,174,123.86 ",127,Greater Sacramento Counties
34 - Sacramento,7/3/2023,In Closure,"$39,942,709.52 ",18,Greater Sacramento Counties
35 - San Benito,7/3/2023,In Review,0,0,
35 - San Benito,7/3/2023,Pending Construction,0,0,
35 - San Benito,7/3/2023,In Construction,0,0,
35 - San Benito,7/3/2023,In Closure,0,0,
36 - San Bernardino,7/3/2023,In Review,"$32,533,837.00 ",22,
36 - San Bernardino,7/3/2023,Pending Construction,"$37,047,041.00 ",73,
36 - San Bernardino,7/3/2023,In Construction,"$182,710,146.38 ",115,
36 - San Bernardino,7/3/2023,In Closure,"$927,578,240.08 ",24,
37 - San Diego,7/3/2023,In Review,"$1,217,291,129.98 ",77,
37 - San Diego,7/3/2023,Pending Construction,"$62,928,205.62 ",78,
37 - San Diego,7/3/2023,In Construction,"$806,204,650.94 ",181,
37 - San Diego,7/3/2023,In Closure,"$446,623,789.88 ",37,
38 - San Francisco,7/3/2023,In Review,"$2,122,595,362.00 ",33,Bay Area Counties
38 - San Francisco,7/3/2023,Pending Construction,"$109,418,333.00 ",56,Bay Area Counties
38 - San Francisco,7/3/2023,In Construction,"$296,870,382.75 ",103,Bay Area Counties
38 - San Francisco,7/3/2023,In Closure,"$6,237,435.00 ",8,Bay Area Counties
39 - San Joaquin,7/3/2023,In Review,"$15,224,734.00 ",11,
39 - San Joaquin,7/3/2023,Pending Construction,"$6,158,093.00 ",11,
39 - San Joaquin,7/3/2023,In Construction,"$40,866,133.77 ",25,
39 - San Joaquin,7/3/2023,In Closure,"$6,729,858.00 ",2,
40 - San Luis Obispo,7/3/2023,In Review,"$78,104,000.00 ",8,
40 - San Luis Obispo,7/3/2023,Pending Construction,"$4,813,201.60 ",17,
40 - San Luis Obispo,7/3/2023,In Construction,"$8,224,294.98 ",20,
40 - San Luis Obispo,7/3/2023,In Closure,"$4,048,078.00 ",4,
41 - San Mateo,7/3/2023,In Review,"$2,333,591.00 ",5,Bay Area Counties
41 - San Mateo,7/3/2023,Pending Construction,"$15,728,075.00 ",23,Bay Area Counties
41 - San Mateo,7/3/2023,In Construction,"$37,559,543.01 ",49,Bay Area Counties
41 - San Mateo,7/3/2023,In Closure,"$28,498,379.82 ",9,Bay Area Counties
42 - Santa Barbara,7/3/2023,In Review,"$6,821,425.60 ",5,
42 - Santa Barbara,7/3/2023,Pending Construction,"$10,348,364.00 ",8,
42 - Santa Barbara,7/3/2023,In Construction,"$48,279,501.34 ",17,
42 - Santa Barbara,7/3/2023,In Closure,"$444,536.86 ",3,
43 - Santa Clara,7/3/2023,In Review,"$163,600,453.96 ",45,Bay Area Counties
43 - Santa Clara,7/3/2023,Pending Construction,"$268,539,351.54 ",74,Bay Area Counties
43 - Santa Clara,7/3/2023,In Construction,"$1,473,028,553.70 ",187,Bay Area Counties
43 - Santa Clara,7/3/2023,In Closure,"$42,048,280.03 ",33,Bay Area Counties
44 - Santa Cruz,7/3/2023,In Review,"$1,476,422.00 ",5,
44 - Santa Cruz,7/3/2023,Pending Construction,"$29,563.00 ",1,
44 - Santa Cruz,7/3/2023,In Construction,"$12,809,510.86 ",12,
44 - Santa Cruz,7/3/2023,In Closure,0,0,
45 - Shasta,7/3/2023,In Review,"$205,995.00 ",2,
45 - Shasta,7/3/2023,Pending Construction,"$566,000.00 ",4,
45 - Shasta,7/3/2023,In Construction,"$9,350,606.50 ",12,
45 - Shasta,7/3/2023,In Closure,"$1,761,223.76 ",1,
46 - Sierra,7/3/2023,In Review,0,0,
46 - Sierra,7/3/2023,Pending Construction,0,0,
46 - Sierra,7/3/2023,In Construction,"$12,000.00 ",1,
46 - Sierra,7/3/2023,In Closure,0,0,
47 - Siskiyou,7/3/2023,In Review,"$1,200,000.00 ",1,
47 - Siskiyou,7/3/2023,Pending Construction,0,0,
47 - Siskiyou,7/3/2023,In Construction,"$2,681,758.00 ",6,
47 - Siskiyou,7/3/2023,In Closure,"$737,444.69 ",2,
48 - Solano,7/3/2023,In Review,"$58,139,846.00 ",9,Bay Area Counties
48 - Solano,7/3/2023,Pending Construction,"$17,182,405.00 ",24,Bay Area Counties
48 - Solano,7/3/2023,In Construction,"$58,265,932.51 ",36,Bay Area Counties
48 - Solano,7/3/2023,In Closure,"$3,468,287.02 ",7,Bay Area Counties
49 - Sonoma,7/3/2023,In Review,"$4,417,533.00 ",10,Bay Area Counties
49 - Sonoma,7/3/2023,Pending Construction,"$11,646,190.31 ",16,Bay Area Counties
49 - Sonoma,7/3/2023,In Construction,"$62,763,814.77 ",55,Bay Area Counties
49 - Sonoma,7/3/2023,In Closure,"$1,636,142.00 ",7,Bay Area Counties
50 - Stanislaus,7/3/2023,In Review,"$9,020,100.00 ",7,
50 - Stanislaus,7/3/2023,Pending Construction,"$21,100,783.00 ",13,
50 - Stanislaus,7/3/2023,In Construction,"$44,084,301.64 ",27,
50 - Stanislaus,7/3/2023,In Closure,"$2,430,305.00 ",5,
51 - Sutter,7/3/2023,In Review,0,0,
51 - Sutter,7/3/2023,Pending Construction,0,0,
51 - Sutter,7/3/2023,In Construction,"$280,000.00 ",3,
51 - Sutter,7/3/2023,In Closure,0,0,
52 - Tehama,7/3/2023,In Review,"$283,000.00 ",1,
52 - Tehama,7/3/2023,Pending Construction,0,0,
52 - Tehama,7/3/2023,In Construction,"$4,343,450.00 ",4,
52 - Tehama,7/3/2023,In Closure,"$2,789,349.00 ",3,
53 - Trinity,7/3/2023,In Review,0,0,
53 - Trinity,7/3/2023,Pending Construction,0,0,
53 - Trinity,7/3/2023,In Construction,"$955,250.00 ",2,
53 - Trinity,7/3/2023,In Closure,0,0,
54 - Tulare,7/3/2023,In Review,"$23,967,900.00 ",3,
54 - Tulare,7/3/2023,Pending Construction,"$1,260,670.72 ",7,
54 - Tulare,7/3/2023,In Construction,"$49,332,384.97 ",19,
54 - Tulare,7/3/2023,In Closure,"$67,870.00 ",2,
55 - Tuolumne,7/3/2023,In Review,0,0,
55 - Tuolumne,7/3/2023,Pending Construction,0,0,
55 - Tuolumne,7/3/2023,In Construction,"$3,877,792.30 ",3,
55 - Tuolumne,7/3/2023,In Closure,0,0,
56 - Ventura,7/3/2023,In Review,"$5,533,001.00 ",5,Greater Los Angeles Counties
56 - Ventura,7/3/2023,Pending Construction,"$32,258,687.80 ",23,Greater Los Angeles Counties
56 - Ventura,7/3/2023,In Construction,"$170,845,125.84 ",24,Greater Los Angeles Counties
56 - Ventura,7/3/2023,In Closure,"$11,874,966.31 ",3,Greater Los Angeles Counties
57 - Yolo,7/3/2023,In Review,"$65,000.00 ",1,Greater Sacramento Counties
57 - Yolo,7/3/2023,Pending Construction,"$1,998,579.00 ",2,Greater Sacramento Counties
57 - Yolo,7/3/2023,In Construction,"$65,836,693.11 ",13,Greater Sacramento Counties
57 - Yolo,7/3/2023,In Closure,"$316,126.00 ",2,Greater Sacramento Counties
58 - Yuba,7/3/2023,In Review,0,0,
58 - Yuba,7/3/2023,Pending Construction,"$1,649,800.00 ",5,
58 - Yuba,7/3/2023,In Construction,"$2,081,878.00 ",3,
58 - Yuba,7/3/2023,In Closure,"$630,050.00 ",2,
01 - Alameda,7/13/2023,In Review,"$138,583,093.00 ",29,Bay Area Counties
01 - Alameda,7/13/2023,Pending Construction,"$45,099,942.00 ",40,Bay Area Counties
01 - Alameda,7/13/2023,In Construction,"$221,909,542.92 ",100,Bay Area Counties
01 - Alameda,7/13/2023,In Closure,"$19,493,840.80 ",17,Bay Area Counties
02 - Alpine,7/13/2023,In Review,0,0,
02 - Alpine,7/13/2023,Pending Construction,0,0,
02 - Alpine,7/13/2023,In Construction,0,0,
02 - Alpine,7/13/2023,In Closure,0,0,
03 - Amador,7/13/2023,In Review,"$50,000.00 ",1,
03 - Amador,7/13/2023,Pending Construction,0,0,
03 - Amador,7/13/2023,In Construction,"$6,352,313.00 ",2,
03 - Amador,7/13/2023,In Closure,0,0,
04 - Butte,7/13/2023,In Review,"$150,000.00 ",1,
04 - Butte,7/13/2023,Pending Construction,"$2,277,500.00 ",2,
04 - Butte,7/13/2023,In Construction,"$111,594,617.02 ",9,
04 - Butte,7/13/2023,In Closure,0,0,
05 - Calaveras,7/13/2023,In Review,"$5,287,846.00 ",3,
05 - Calaveras,7/13/2023,Pending Construction,"$463,960.00 ",2,
05 - Calaveras,7/13/2023,In Construction,"$144,865.00 ",1,
05 - Calaveras,7/13/2023,In Closure,0,0,
06 - Colusa,7/13/2023,In Review,0,0,
06 - Colusa,7/13/2023,Pending Construction,0,0,
06 - Colusa,7/13/2023,In Construction,0,0,
06 - Colusa,7/13/2023,In Closure,0,0,
07 - Contra Costa,7/13/2023,In Review,"$25,378,853.00 ",12,Bay Area Counties
07 - Contra Costa,7/13/2023,Pending Construction,"$41,238,470.75 ",28,Bay Area Counties
07 - Contra Costa,7/13/2023,In Construction,"$121,321,262.40 ",68,Bay Area Counties
07 - Contra Costa,7/13/2023,In Closure,"$16,133,606.00 ",12,Bay Area Counties
08 - Del Norte,7/13/2023,In Review,"$1,158,708.00 ",1,
08 - Del Norte,7/13/2023,Pending Construction,"$3,971,700.00 ",3,
08 - Del Norte,7/13/2023,In Construction,"$368,712.00 ",2,
08 - Del Norte,7/13/2023,In Closure,"$459,558.18 ",2,
09 - El Dorado,7/13/2023,In Review,"$959,441.00 ",2,Greater Sacramento Counties
09 - El Dorado,7/13/2023,Pending Construction,"$739,294.00 ",5,Greater Sacramento Counties
09 - El Dorado,7/13/2023,In Construction,"$11,042,778.90 ",7,Greater Sacramento Counties
09 - El Dorado,7/13/2023,In Closure,"$405,878.63 ",4,Greater Sacramento Counties
10 - Fresno,7/13/2023,In Review,"$5,076,083.00 ",11,
10 - Fresno,7/13/2023,Pending Construction,"$9,638,820.60 ",18,
10 - Fresno,7/13/2023,In Construction,"$133,812,634.16 ",66,
10 - Fresno,7/13/2023,In Closure,"$3,300,339.00 ",6,
11 - Glenn,7/13/2023,In Review,"$65,000.00 ",1,
11 - Glenn,7/13/2023,Pending Construction,"$15,000.00 ",1,
11 - Glenn,7/13/2023,In Construction,"$483,142.00 ",2,
11 - Glenn,7/13/2023,In Closure,0,0,
12 - Humboldt,7/13/2023,In Review,"$3,103,660.00 ",4,
12 - Humboldt,7/13/2023,Pending Construction,"$1,742,734.00 ",5,
12 - Humboldt,7/13/2023,In Construction,"$22,587,423.50 ",13,
12 - Humboldt,7/13/2023,In Closure,"$2,006,515.77 ",2,
13 - Imperial,7/13/2023,In Review,0,0,
13 - Imperial,7/13/2023,Pending Construction,"$301,160.00 ",1,
13 - Imperial,7/13/2023,In Construction,"$43,231,298.00 ",12,
13 - Imperial,7/13/2023,In Closure,0,0,
14 - Inyo,7/13/2023,In Review,"$96,250.00 ",1,
14 - Inyo,7/13/2023,Pending Construction,0,0,
14 - Inyo,7/13/2023,In Construction,"$4,456,503.68 ",3,
14 - Inyo,7/13/2023,In Closure,0,0,
15 - Kern,7/13/2023,In Review,"$52,474,326.00 ",9,
15 - Kern,7/13/2023,Pending Construction,"$25,583,403.65 ",31,
15 - Kern,7/13/2023,In Construction,"$159,367,487.15 ",37,
15 - Kern,7/13/2023,In Closure,"$524,954.10 ",3,
16 - Kings,7/13/2023,In Review,0,0,
16 - Kings,7/13/2023,Pending Construction,0,0,
16 - Kings,7/13/2023,In Construction,0,0,
16 - Kings,7/13/2023,In Closure,0,0,
17 - Lake,7/13/2023,In Review,"$1,684,852.00 ",4,
17 - Lake,7/13/2023,Pending Construction,"$460,000.00 ",3,
17 - Lake,7/13/2023,In Construction,"$4,472,053.00 ",6,
17 - Lake,7/13/2023,In Closure,"$213,003.62 ",1,
18 - Lassen,7/13/2023,In Review,0,0,
18 - Lassen,7/13/2023,Pending Construction,"$4,971,699.00 ",2,
18 - Lassen,7/13/2023,In Construction,"$9,044,732.00 ",3,
18 - Lassen,7/13/2023,In Closure,0,0,
19 - Los Angeles,7/13/2023,In Review,"$1,035,251,266.91 ",207,Greater Los Angeles Counties
19 - Los Angeles,7/13/2023,Pending Construction,"$452,044,404.07 ",464,Greater Los Angeles Counties
19 - Los Angeles,7/13/2023,In Construction,"$1,964,847,958.51 ",943,Greater Los Angeles Counties
19 - Los Angeles,7/13/2023,In Closure,"$171,933,740.73 ",139,Greater Los Angeles Counties
20 - Madera,7/13/2023,In Review,"$14,082,276.39 ",4,
20 - Madera,7/13/2023,Pending Construction,"$82,772.36 ",2,
20 - Madera,7/13/2023,In Construction,"$74,090,886.73 ",18,
20 - Madera,7/13/2023,In Closure,0,0,
21 - Marin,7/13/2023,In Review,"$12,555,000.00 ",5,Bay Area Counties
21 - Marin,7/13/2023,Pending Construction,"$11,679,741.00 ",13,Bay Area Counties
21 - Marin,7/13/2023,In Construction,"$48,941,104.24 ",40,Bay Area Counties
21 - Marin,7/13/2023,In Closure,"$7,029,277.04 ",4,Bay Area Counties
22 - Mariposa,7/13/2023,In Review,0,0,
22 - Mariposa,7/13/2023,Pending Construction,0,0,
22 - Mariposa,7/13/2023,In Construction,"$158,000.00 ",2,
22 - Mariposa,7/13/2023,In Closure,0,0,
23 - Mendocino,7/13/2023,In Review,"$2,648,383.00 ",4,
23 - Mendocino,7/13/2023,Pending Construction,"$1,229,305.00 ",6,
23 - Mendocino,7/13/2023,In Construction,"$7,131,263.68 ",15,
23 - Mendocino,7/13/2023,In Closure,"$33,891.64 ",1,
24 - Merced,7/13/2023,In Review,"$100,000.00 ",3,
24 - Merced,7/13/2023,Pending Construction,"$4,428,000.00 ",3,
24 - Merced,7/13/2023,In Construction,"$1,660,006.00 ",2,
24 - Merced,7/13/2023,In Closure,0,0,
25 - Modoc,7/13/2023,In Review,"$41,800,000.00 ",3,
25 - Modoc,7/13/2023,Pending Construction,"$1,500,000.00 ",1,
25 - Modoc,7/13/2023,In Construction,"$2,414,410.00 ",1,
25 - Modoc,7/13/2023,In Closure,0,0,
26 - Mono,7/13/2023,In Review,0,0,
26 - Mono,7/13/2023,Pending Construction,0,0,
26 - Mono,7/13/2023,In Construction,"$1,322,481.00 ",2,
26 - Mono,7/13/2023,In Closure,0,0,
27 - Monterey,7/13/2023,In Review,"$2,976,931.00 ",4,
27 - Monterey,7/13/2023,Pending Construction,"$24,676,703.00 ",19,
27 - Monterey,7/13/2023,In Construction,"$66,770,022.00 ",27,
27 - Monterey,7/13/2023,In Closure,"$3,947,858.75 ",6,
28 - Napa,7/13/2023,In Review,"$45,000.00 ",1,Bay Area Counties
28 - Napa,7/13/2023,Pending Construction,"$2,404,168.40 ",10,Bay Area Counties
28 - Napa,7/13/2023,In Construction,"$32,474,042.88 ",18,Bay Area Counties
28 - Napa,7/13/2023,In Closure,"$15,000.00 ",1,Bay Area Counties
29 - Nevada,7/13/2023,In Review,0,0,
29 - Nevada,7/13/2023,Pending Construction,"$12,550,000.00 ",3,
29 - Nevada,7/13/2023,In Construction,"$7,289,392.00 ",6,
29 - Nevada,7/13/2023,In Closure,0,0,
30 - Orange,7/13/2023,In Review,"$366,062,221.95 ",52,Greater Los Angeles Counties
30 - Orange,7/13/2023,Pending Construction,"$54,999,118.40 ",105,Greater Los Angeles Counties
30 - Orange,7/13/2023,In Construction,"$756,394,835.91 ",156,Greater Los Angeles Counties
30 - Orange,7/13/2023,In Closure,"$62,450,698.11 ",20,Greater Los Angeles Counties
31 - Placer,7/13/2023,In Review,"$242,599,843.00 ",15,Greater Sacramento Counties
31 - Placer,7/13/2023,Pending Construction,"$12,526,606.00 ",7,Greater Sacramento Counties
31 - Placer,7/13/2023,In Construction,"$102,619,978.00 ",29,Greater Sacramento Counties
31 - Placer,7/13/2023,In Closure,"$291,826.00 ",1,Greater Sacramento Counties
32 - Plumas,7/13/2023,In Review,"$31,417,195.00 ",4,
32 - Plumas,7/13/2023,Pending Construction,"$5,000.00 ",1,
32 - Plumas,7/13/2023,In Construction,"$428,650.00 ",3,
32 - Plumas,7/13/2023,In Closure,"$309,657.00 ",1,
33 - Riverside,7/13/2023,In Review,"$82,623,121.00 ",28,
33 - Riverside,7/13/2023,Pending Construction,"$103,511,557.00 ",59,
33 - Riverside,7/13/2023,In Construction,"$451,636,359.05 ",146,
33 - Riverside,7/13/2023,In Closure,"$81,136,979.02 ",30,
34 - Sacramento,7/13/2023,In Review,"$1,446,651,498.17 ",38,Greater Sacramento Counties
34 - Sacramento,7/13/2023,Pending Construction,"$51,359,406.00 ",38,Greater Sacramento Counties
34 - Sacramento,7/13/2023,In Construction,"$524,184,149.16 ",128,Greater Sacramento Counties
34 - Sacramento,7/13/2023,In Closure,"$40,251,018.52 ",20,Greater Sacramento Counties
35 - San Benito,7/13/2023,In Review,0,0,
35 - San Benito,7/13/2023,Pending Construction,0,0,
35 - San Benito,7/13/2023,In Construction,0,0,
35 - San Benito,7/13/2023,In Closure,0,0,
36 - San Bernardino,7/13/2023,In Review,"$29,101,417.00 ",20,
36 - San Bernardino,7/13/2023,Pending Construction,"$39,636,461.00 ",70,
36 - San Bernardino,7/13/2023,In Construction,"$183,836,668.38 ",119,
36 - San Bernardino,7/13/2023,In Closure,"$927,658,240.08 ",25,
37 - San Diego,7/13/2023,In Review,"$1,200,282,397.98 ",72,
37 - San Diego,7/13/2023,Pending Construction,"$66,571,341.62 ",81,
37 - San Diego,7/13/2023,In Construction,"$804,348,705.80 ",180,
37 - San Diego,7/13/2023,In Closure,"$448,641,635.02 ",39,
38 - San Francisco,7/13/2023,In Review,"$2,121,657,262.00 ",31,Bay Area Counties
38 - San Francisco,7/13/2023,Pending Construction,"$109,851,264.00 ",57,Bay Area Counties
38 - San Francisco,7/13/2023,In Construction,"$297,188,611.75 ",102,Bay Area Counties
38 - San Francisco,7/13/2023,In Closure,"$6,592,240.00 ",9,Bay Area Counties
39 - San Joaquin,7/13/2023,In Review,"$14,973,234.00 ",10,
39 - San Joaquin,7/13/2023,Pending Construction,"$6,118,399.00 ",10,
39 - San Joaquin,7/13/2023,In Construction,"$40,904,251.77 ",26,
39 - San Joaquin,7/13/2023,In Closure,"$6,630,845.00 ",1,
40 - San Luis Obispo,7/13/2023,In Review,"$77,954,000.00 ",7,
40 - San Luis Obispo,7/13/2023,Pending Construction,"$3,522,993.40 ",17,
40 - San Luis Obispo,7/13/2023,In Construction,"$9,454,573.18 ",16,
40 - San Luis Obispo,7/13/2023,In Closure,"$1,417,183.00 ",8,
41 - San Mateo,7/13/2023,In Review,"$2,263,591.00 ",4,Bay Area Counties
41 - San Mateo,7/13/2023,Pending Construction,"$15,798,075.00 ",24,Bay Area Counties
41 - San Mateo,7/13/2023,In Construction,"$37,586,375.34 ",49,Bay Area Counties
41 - San Mateo,7/13/2023,In Closure,"$27,915,549.82 ",7,Bay Area Counties
42 - Santa Barbara,7/13/2023,In Review,"$6,841,425.60 ",6,
42 - Santa Barbara,7/13/2023,Pending Construction,"$10,348,364.00 ",8,
42 - Santa Barbara,7/13/2023,In Construction,"$48,283,001.34 ",17,
42 - Santa Barbara,7/13/2023,In Closure,"$208,501.86 ",1,
43 - Santa Clara,7/13/2023,In Review,"$171,103,771.05 ",41,Bay Area Counties
43 - Santa Clara,7/13/2023,Pending Construction,"$237,411,995.45 ",76,Bay Area Counties
43 - Santa Clara,7/13/2023,In Construction,"$1,448,848,382.20 ",185,Bay Area Counties
43 - Santa Clara,7/13/2023,In Closure,"$95,515,068.77 ",30,Bay Area Counties
44 - Santa Cruz,7/13/2023,In Review,"$590,422.00 ",3,
44 - Santa Cruz,7/13/2023,Pending Construction,"$915,563.00 ",3,
44 - Santa Cruz,7/13/2023,In Construction,"$12,809,510.86 ",12,
44 - Santa Cruz,7/13/2023,In Closure,0,0,
45 - Shasta,7/13/2023,In Review,"$205,995.00 ",2,
45 - Shasta,7/13/2023,Pending Construction,"$566,000.00 ",4,
45 - Shasta,7/13/2023,In Construction,"$9,350,856.50 ",12,
45 - Shasta,7/13/2023,In Closure,"$1,761,223.76 ",1,
46 - Sierra,7/13/2023,In Review,0,0,
46 - Sierra,7/13/2023,Pending Construction,0,0,
46 - Sierra,7/13/2023,In Construction,"$12,000.00 ",1,
46 - Sierra,7/13/2023,In Closure,0,0,
47 - Siskiyou,7/13/2023,In Review,"$1,200,000.00 ",1,
47 - Siskiyou,7/13/2023,Pending Construction,0,0,
47 - Siskiyou,7/13/2023,In Construction,"$1,906,751.00 ",5,
47 - Siskiyou,7/13/2023,In Closure,"$936,547.02 ",2,
48 - Solano,7/13/2023,In Review,"$58,119,646.00 ",8,Bay Area Counties
48 - Solano,7/13/2023,Pending Construction,"$17,205,605.00 ",25,Bay Area Counties
48 - Solano,7/13/2023,In Construction,"$58,309,432.51 ",36,Bay Area Counties
48 - Solano,7/13/2023,In Closure,"$3,346,850.35 ",5,Bay Area Counties
49 - Sonoma,7/13/2023,In Review,"$3,860,033.00 ",9,Bay Area Counties
49 - Sonoma,7/13/2023,Pending Construction,"$12,046,190.31 ",17,Bay Area Counties
49 - Sonoma,7/13/2023,In Construction,"$62,773,814.77 ",55,Bay Area Counties
49 - Sonoma,7/13/2023,In Closure,"$81,796.00 ",3,Bay Area Counties
50 - Stanislaus,7/13/2023,In Review,"$8,871,100.00 ",7,
50 - Stanislaus,7/13/2023,Pending Construction,"$21,980,783.00 ",14,
50 - Stanislaus,7/13/2023,In Construction,"$44,096,801.64 ",27,
50 - Stanislaus,7/13/2023,In Closure,"$2,227,809.97 ",4,
51 - Sutter,7/13/2023,In Review,0,0,
51 - Sutter,7/13/2023,Pending Construction,0,0,
51 - Sutter,7/13/2023,In Construction,"$280,000.00 ",3,
51 - Sutter,7/13/2023,In Closure,0,0,
52 - Tehama,7/13/2023,In Review,"$283,000.00 ",1,
52 - Tehama,7/13/2023,Pending Construction,0,0,
52 - Tehama,7/13/2023,In Construction,"$4,343,450.00 ",4,
52 - Tehama,7/13/2023,In Closure,"$1,515,359.00 ",1,
53 - Trinity,7/13/2023,In Review,0,0,
53 - Trinity,7/13/2023,Pending Construction,0,0,
